"ID","Text"
766195433,"In a bipartisan vote of 67-32, the U.S. Senate passed a bill to delay sharp increases in #floodinsurance rates for millions of property owners in coastal and flood prone areas. But in order for this relief to reach the people who are hurting, House leadership has to bring the measure up for a vote. I have joined more than 180 members in supporting this delay. Today, Iâ€™m calling on Speaker Boehner to bring this up for a vote."
766195434,"Thanks to everyone who came out to our second of three town hall meetings concerning the ACA.  Today I spent some time with seniors in Wilkes-Barre Township.  Look forward to being in Wilson on the 25th!"
766195435,"The news this morning is encouraging, but there is still much work left to do to end the government shutdown, enable our country to pay bills we have already incurred, and commence negotiations on a long term plan to create jobs and reduce our deficit and debt.  I'll be sure to keep you updated."
766195436,"Need help with a federal agency? My office will be open this Saturday, November 22 from 9 am to 12 pm. Please stop by if you need any assistance."
766195437,"Back in 2005, I read an article that ranked San Antonio as one of the cities with the worst literacy rates. I decided then to start a book drive. Today, with the help of many different folks from all over our community like the San Antonio Food Bank this book drive has morphed into a thriving organization SAReads, which collected over 8,000 books for kids in Bexar County this summer alone. San Antonio has been blessed with incredible economic momentum. We must ensure that we are also setting up a strong foundation through education so that our youth can reap the benefits of our city's prosperity."
766195438,"Happy first day of school, San Antonio!"
766195439,"My thoughts and prayers are with everyone at Fort Hood."
766195440,"Happy New Year! May 2014 be an incredible year for you."
766195441,"Today is the deadline to sign up for health insurance that will cover you starting Jan. 1. Go to www.healthcare.gov or call 1-800-318-2596 to get covered! Please help spread the word."
766195442,"Hope y'all will join me tonight as we discuss the need for common sense immigration reform. San Antonio was one of four cities chosen to host this nation-wide discussion. I am hopeful we will accomplish comprehensive immigration reform this year. Voice your support by contacting your representatives."
766195443,"Yesterday, local hero, First Lt. Alonzo H. Cushing from Fredonia, New York, who died fighting to preserve the Union in the Civil War, was awarded the Medal of Honor. Lt. Cushing was wounded during the battle of Gettysburg but refused to give up. After being shot, he was told to move to the back for safety. Lt. Cushing said he would â€œfight it out, or die in the attemptâ€ù. His courage and leadership were vital to the success of the Union army and I am pleased he was bestowed this prestigious honor."
766195444,"Obama Administration officials today celebrated the news that the U.S. is spending only $500 billion more than it takes in this year. Clearly those in the Administration are out of touch with the views of the American people. As our deficit swells, our debt spills over to the next generation.   Thatâ€™s why, during my time in Congress, I have focused on cutting wasteful spending in Washington. It is also why I voted in support of a budget that curbed discretionary spending, and why I co-sponsored the Balance Budget Amendment to relieve our national debt."
766195445,"Great visiting Koike Aronson, a growing Wyoming County manufacturer that employs hundreds of Western New Yorkers.  Thank you to President and CEO Jerry Leary for showing me around the Arcade, New York facility and introducing me to several members of the Koike Aronson team."
766195446,"I enjoyed the opportunity to chair today's Small Business Committee hearing on the impact of Obamacare's business aggregation rule. 
 
 Read more about the hearing here: http://1.usa.gov/1cbBzm2."
766195447,"Today was the grand opening of the Muller Quaker Dairy plant in Batavia. This new dairy plant brings 180 new jobs to the area."
766195448,"My office is here to serve you. For a list of constituent services that we can help you with, click here http://1.usa.gov/18YHEEa."
766195449,"Four American lives and eight months later, more questions than answers still remain about what happened at the U.S. Embassy in Benghazi, Libya.   Putting politics before American lives in not acceptable and I will continue to fight for answers.   http://bit.ly/16jZyBH"
766195450,"Great seeing Col. Higgins of the 107th and other military men and women representing the Military Association of New York."
766195451,"Happy Constitution Day!"
766195452,"Got to to talk earlier today about a special local effort to #endtrafficking "
766195453,"A very Happy New Year to you and your family!"
766195454,"I'm looking forward to our academy day tomorrow. If you're a young person who's interested in attending one of our military academies, please come by to learn more. http://www.gainesvilletimes.com/section/6/article/88342/"
766195455,"ICYMI: See my questions for Secretary Kerry, Secretary Hagel, and General Dempsey from this afternoon's hearing on Syria http://www.youtube.com/watch?v=W9ktJMQHNA8&feature=youtu.be"
766195456,"As a #father and #grandfather, I understand how important it is to secure the best care for our children. Last night I voted for the Child Care and Development Block Grant of 2014, which will make early #childhood care more accessible and affordable to all #families. By setting higher standards for safety and training of child care personnel, millions of parents can rest easy knowing their #children are receiving childcare that is safer and better than ever before."
766195457,"Glad to see H.R. 4411, the Hezbollah International Financing Prevention Act, passed out of committee on a unanimous, bipartisan vote today. I was proud to cosponsor this important legislation and urge leadership to bring it to the House Floor for a vote to ensure the United States continues to do everything we can to protect America and our allies from terrorists."
766195458,"Was pleased to escort constituents to the Speaker's Balcony this afternoon to enjoy one of the best views in DC."
766195459,"Happy Veterans Day!"
766195460,"Tonight, two of my proposals to help veterans passed the House. http://bit.ly/16hAoCQ"
766195461,"Important information for veterans about how the #shutdown impacts veterans services http://1.usa.gov/178LGt8"
766195462,"This week's newsletter http://bit.ly/17BEHHx"
766195463,"To keep up with whatâ€™s happening in Congress and Arkansas's 4th district, please sign up for my newsletter!"
766195464,"Members of my staff will be in Texarkana, Lewisville, and Stamps on September 4th to answer your VA  related questions. Hope you can make it! Details here:"
766195465,"Hope you can make it to one of my Staff-led Veterans Assistance Sessions next week in Hope, Arkadelphia, or Hot Springs! Details here:"
766195466,"ICYMI: Just posted my weekly wrap-up on the Cotton Blog! http://ow.ly/v8hUS"
766195467,"Today the House passed the Honoring the Families of Fallen Soldiers Act. As a soldier in The Old Guard at Arlington National Cemetery, I had the solemn honor of conducting the dignified transfer of remains of our fallen soldiers at Dover Air Force Base. The loved ones of fallen heroes are provided the opportunity to greet their remains at Doverâ€”a tradition that should remain no matter the status of governmentâ€™s operations."
766195468,"Had a great meeting with County Judge Alvin Black of Montgomery County. Thanks for stopping in my office today!"
766195469,"Spent this morning talking to high school students from across AR visiting DC with the AR electrical co-op! Great meeting everyone!"
766195470,"Great speaking to the Arkansas Bankers Association today about my work on the Financial Services Committee and the challenges facing Arkansas's banking community in todayâ€™s economy. Thanks for inviting me!"
766195471,"â€œSic semper tyrannis"" Read my statement in response to the death of Venezuelan President Hugo Chavez. http://ow.ly/ipuNY"
766195472,"Thanks North Dakota Farmers Union for the opportunity to address your convention"
766195473,"Enjoyed a tour of Hillsboro Public School this morning"
766195474,"The House has passed another set of bills to stop and prevent human trafficking. I am calling on Senate Democrats to insist their leader, Senator Harry Reid, take up these important bills. If we canâ€™t agree to protect victims of human trafficking, then the perpetrators are being protected. Senator Reid needs to let the Senate vote now!"
766195475,"It was great meeting with Bobcat CEO, Richard Goldsbury today."
766195476,"If you have qs about how the exec action announced by Pres. Obama yesterday will affect you & your family, go to http://t.co/Gs5ptdK7XR"
766195477,"Las familias del Valle de San Fernando pueden obtener cobertura mÃ©dica si no tienen seguro, y pueden buscar planes distintos si quieren cambiar. Vaya a coveredca.com/espanol para ver los planes que hay disponibles, y si tiene alguna pregunta llame al 1-800-300-0213 o vaya a coveredca.com/espanol/get-help para contactar a un consejero que le pueda ayudar a navegar el sistema. PodrÃ¡n ayudarle a encontrar el mejor plan para su presupuesto."
766195478,"Do you want to get people in the San Fernando Valley excited about reading? Or do you know a library, museum, college or organization that does? Check out The Big Read, a great program by the National Endowment for the Arts that gives organizations grants to inspire their community to read. You can now apply for 2015-2016 grants â€“ click here to find out how: http://www.neabigread.org/guidelines.php"
766195479,"I'm pleased @FCC will take their time & listen to all comments on @comcast / @TWC merger. Every voice must be heard: http://t.co/e50XQf2SFA"
766195480,"This morning, along with other members of the Congressional Hispanic Caucus, I was pleased to meet with Don Thompson, the Chief Executive Officer of McDonalds.   Mr. Thompson is one of the most inspiring CEO's I've had the opportunity to meet during my time in office, which should come as no surprise, since he is a former electrical engineer, like me!  We talked about the importance of workforce diversity, increasing opportunity and how our economy will be supercharged by Comprehensive Immigration Reform. I want to thank him for taking the time to come to Washington."
766195481,"Great article about the Congressional Student-Athlete Protection Caucus founded by me and @DentPressShop http://t.co/So8dvQHbzw"
766195482,"Thank you to Mrs. Reno's third grade class at Columbus Avenue Elementary for welcoming me to their classroom. All of them had very good questions and impressive ideas for the 29th District! I will be answering some of their questions through videos in the next few weeks, so stay tuned! I posted the first video yesterday, right below this post. Check it out!"
766195483,"Please SHARE this!  I will be hosting a FREE identity theft workshop TODAY Thursday, April 17th at Pacoima City Hall 6-8 p.m.  ID theft CAN happen to you. Whether it's a stolen Social Security number, a credit card that gets hacked or something as simple as a fraudulent charity, your IDENTITY could be at RISK.  Join us as we learn about typical identity theft crimes and how to protect yourself AND your family.  IT'S A FREE WORKSHOP!   SHARE if you think it's important for Americans to protect themselves against identity crime..."
766195484,"Se hacen entrevistas de trabajo allÃ_ mismo para poder empezar a trabajar HOY. http://t.co/nuneXODDp8"
766195485,"Here's a great article for small business owners in California. Make sure you know the options!  http://www.washingtonpost.com/national/health-science/californias-small-business-insurance-shop-opens-a-contrast-to-feds/2013/12/03/a1046870-5c09-11e3-8d24-31c016b976b2_story.html"
766195486,"Just a reminder that though the federal system still has a few problems, California's Small Business Health Care Exchange will operate according to plan!  California hopes to insure employees in as many as 7,000 small businesses throughout the state, so be sure to read up on this improvement, if you own or work at a small business.  http://www.washingtonpost.com/national/health-science/californias-small-business-insurance-shop-opens-a-contrast-to-feds/2013/12/03/a1046870-5c09-11e3-8d24-31c016b976b2_story.html"
766195487,"Nada podrÃ¡ reemplazar el daÃ±o y las vidas perdidas entre la desolaciÃ_n que dejÃ_ el supertifÃ_n en Filipinas. Sin embargo, usted todavÃ_a puede ayudar. Visite http://rdcrss.org/1ah0fLO para leer mÃ¡s sobre las donaciones que ayudarÃ¡n a aquellos que se enfrentan ahora a una larga reconstrucciÃ_n."
766195488,"Today, it looks like we're going to vote again to open museums, but keep the government shut down, rather than just paying all our nation's bills.   Republican Speaker Boehner has a law on his desk, passed by the United States Senate. It does one thing: lets our nation pay its bills. Voting on anything else in our House is simply a waste of time.   SHARE this post if you think it's the American Way to let Congress vote on a law that pays our bills, just like any family in the Valley.  LIKE this post if you understand that this isn't about health care, it isn't about politics, it's simply about being responsible and paying our bills."
766195489,"Congress is a very serious, solemn place. cc:@cesarmillan"
766195490,"About to start our special order #cirmeansjobs"
766195491,"Great to meet with Claudia Powell and Planned Parenthood Los Angeles in my DC office."
766195492,"I had the opportunity to speak with two prominent Cuban dissidents, Elizardo Sanchez and Guillermo Farinas.   They cautioned that the Castros would try to get the United States to finance their ""Putinist project"" through the relaxation of the embargo, and that we should reject any deal that did not include real political reform.  Learn more here: http://1.usa.gov/1AB0o8U"
766195493,"Ten Senators who voted for the Internet Sales tax last year have now been defeated or are retiring. The lame duck session may be their last, best chance to pass it.  We must say no. #NoNetTax. Not now, not ever!"
766195494,"Texans: Today is your last day to vote early in the Primary Runoff Election -- make your voice heard and SHARE to remind your friends!"
766195495,"Disgraceful. Secretary Kerry, no US visas for Iranian hostage takers."
766195496,"With the Great American Energy Renaissance, we have an opportunity to jumpstart the economy and bring high-paying jobs to cities across Texas and the nation.   All we need to do is get the government out of the way. For far too long, the government has stifled opportunity and this bill will help Americans to do what they do bestâ€” dream, innovate, and prosper."
766195497,"Lifting sanctions and allowing billions in Iran while encouraging boycotts against our friend and ally Israel is exactly backwards."
766195498,"Just wrong: the doctor who helped us catch Osama is locked up and his bodyguard is being cleared for release. #Gitmo"
766195499,"We should decrease unemployment by promoting policies that encourage growth â€” not by driving Americans out of the workforce:"
766195500,"FACT: Under Obamacare millions of seniors will face HIGHER premiums.  #DontFundIt #DefundObamacare"
766195501,"HAPPENING NOW: Katherine is teaming up with Child Care Aware to raise awareness of the exploding costs of child care and the vital importance of ensuring working parents have access to quality, affordable care. Watch:"
766195502,"Thank you to everyone at Natick Soldier Systems Center for a terrific visit. I'm proud to support your innovation and your work to keep our servicemen and women safe. The Center's Doriot Climatic Chambers are a one-of-a-kind facility that can reproduce environmental conditions occurring anywhere around the world."
766195503,"Today is the 5th anniversary of the Lilly Ledbetter Fair Pay Act, but there is still so much to do to ensure equal pay for equal work. Thatâ€™s why the first bill I co-sponsored in the House was the Paycheck Fairness Act."
766195504,"Statement of Congressman Danny K. Davis on Military Intervention in Syria  The apparent use of chemical weapons in Syria is a human tragedy and our hearts go out to the families of those who have lost their lives.  Much remains unknown about these events as of today and the Congress is beginning a debate on the issue.  My constituents are deeply concerned about events in Syria and they are searching for an appropriate response which will end the killing and move quickly toward a political solution to the war in Syria.  However they are overwhelmingly opposed to U.S. military intervention of any kind.  They are concerned about the morality of such action, they are concerned about the legality of such action, they are concerned about the loss of life resulting from such action, they are concerned about the effectiveness, or lack of effectiveness, of such action, they are concerned about such action involving us more deeply in the Civil War in Syria, they are concerned about what follow on conflict such action might trigger, they are concerned about sabotaging a possible agreement with Iran on nuclear weapons, they are concerned about the drawing resources and focus from critical immediate problems here at home.  I share all of those concerns and more.  I have been, and remain today, a staunch support of President Obama.  However, my first responsibility as a Member of Congress is to represent the interests and views of my constituents.  Calls, emails, letters and other forms of communication with my office are running 9 to 1 in opposition to any military intervention in Syria at this time.  Therefore, I am strongly leaning toward a NO vote on any military intervention.  I intend to continue to listen closely to President Obamaâ€™s statements and to the views of my constituents as this debate proceeds."
766195505,"Rep. Steven Cohen (TN-9) and I hosted a briefing highlighting the critical need for Congress to act to restore fairness in student lending by treating privately issued student loans in bankruptcy the same as other types of private debt. Please let me know your thoughts on this - we introduced H.R.532; the Private Student Loan Bankruptcy Fairness Act of 2013 to combat this problem."
766195506,"Meeting with St. Anthony Hospital Reps to talk about the exciting new proposed hospital..."
766195507,"It was a tense few weeks at the Capitol, but one thing that always lightens the mood is Rep. Earl Blumenauerâ€™s famous homemade fruitcake. Without fail, he delivers it just before Christmas each year to Republicans and Democrats alike. In that same spirit of sharing, I like to offer Earlâ€™s fruitcake to the squirrels and blue jays outside my office. They love it. Happy holidays, Earl!"
766195508,"While America pauses to honor our veterans each November 11th, we must never forget that our veterans deserve our commitment and respect every day of the year. I believe the best way to do that is to guarantee a well-run healthcare system, stellar support services, and a promise to never rush our soldiers into harmâ€™s way. This picture is from earlier this year when we broke ground on a new VA clinic in Eugene. We also dedicated a new VA home in Lebanon in September. Iâ€™m proud of these projects. I also understand the struggles of navigating the VA bureaucracy. I have two staff members who work full-time helping veterans. If you or someone you know needs help navigating services, please contact my Eugene office by calling 1-800-944-9603. Thank you to our veterans for all you have done for this country."
766195509,"I sat down with KGWâ€™s Laural Porter to answer questions on everything from what should be done in Syria, to a better way to address wildfires in the West, to my work in Congress supporting small craft brewers. If you get KGW, you can catch Straight Talk tonight at 6:30. If you donâ€™t get KGW, Iâ€™ll post the episode on my Facebook page once itâ€™s available."
766195510,"The Wilderness Act was passed to protect and preserve irreplaceable natural wonders for Americans today and for future generations. The proposed rule described in this Oregonian article is vague and could have a major effect on the way the media captures, documents and promotes our public lands. What does the Forest Service plan to do nextâ€”monitor Instagram accounts and fine users that post pictures of our wilderness areas? Members of the press should be allowed to access and photograph these public lands, without a dictate on how they use the footage from bureaucrats in Washington, DC."
766195511,"One year ago today, House Republican leadership shut down the government in an attempt to force through their agenda to repeal healthcare reform. It cost our economy $24 billion and 120,000 jobs, halted business loans, disrupted job training for returning veterans, prevented patients from entering NIH clinical trials, and furloughed two-thirds of the staff at the Centers for Disease Control. Iâ€™m relieved Republican leaders did not repeat such irresponsible behavior this year, and Iâ€™m now working on a bipartisan project to modernize medical research, but Congress must never do this kind of direct damage to the country."
766195512,"Wishing you and your family a happy and safe Independence Day. #July4th"
766195513,"TOP STORY: Denver Postâ€™s editorial today calls for a renewed push for hydropower and highlights legislation I introduced with Rep. Cathy McMorris Rodgers (R-WA) to streamline the process to â€œfurther unleash the power of this important energy source,â€ù without loosening key environmental protections.  With broad bi-partisan support for hydropower, we have a unique opportunity to take advantage of our nationâ€™s largest source of clean energy and help realize its potential to create good jobs in Colorado and across the nation. After unanimously passing the House earlier this year, the time is now for the Senate to act and secure a smarter, cleaner energy policy."
766195514,"Congratulations to Himanvi Kopuri of Denver & Eva Kitlen of Niwot on advancing all the way to the semifinals at the 86th Scripps National Spelling Bee.  All of your hard work has made Colorado proud!"
766195515,"Join Rosa by celebrating Women's Equality Day with a Twitter Storm! Use #WEmatter and share the issues that affect the women and families in your life."
766195516,"Without action, student loan rates double in six days. Rosa is proud to have signed petition to make Congress act."
766195517,"Great to hear from our witnesses today, but Congress needs to adequately fund public health and research."
766195518,"The recent joint climate change agreement between the U.S. and China is an important step toward reaching a global solution.  With the commitment from the two largest sources of carbon emissions to curb pollutants, we need to build on this progress."
766195519,"I joined friends with the Texas Freedom Network, including President Kathy Miller, civil rights activist Dolores Huerta, and community leader Linda Chavez-Thompson to present Ms. Huerta with the â€œWalking the Walk Awardâ€ù for her lifetime dedication to fighting injustice in our communities as a founder of the National Farmworkers Association."
766195520,"I enjoyed spending time biking and visiting with San Antonio neighbors at Siclovia this year. See some of the pictures from Siclovia in La Prensa here:"
766195521,"In yet another wrongly reasoned â€œcorporations are people tooâ€ù decision, corporations are allowed not only to pollute our democracy but also to interfere with their employeesâ€™ personal healthcare choices. This represents unjustified judicial interference in both womenâ€™s health and religious liberty.  Since contraception is essential preventive health care, it should not be singled out for special treatment."
766195522,"I agree with President Obamaâ€™s call for investing in job creation and economic growth. We need to get deficits under control, but weâ€™re more likely to do that with investments in our economy than with misguided austerity measures like sequestration and other deep cuts. We also need to adopt common-sense gun safety measures like those the President has proposed and I have supported for years."
766195523,"I've had several school cafeteria workers from our District who have told me that the children are simply refusing to eat the politically-correct food that they are being ordered to serve, and that an unbelievable amount of food and money is being wasted.  You might also be interested in a speech I gave on the Floor of the House on February 16, 2012 regarding this ridiculous school lunch policy: http://duncan.house.gov/school-lunch-police-ridiculous "
766195524,"I am proud to represent a portion of the Great Smoky Mountains National Park which is the most visited National Park in the Country. I am pleased to hear that the park will be honored in the new quarter series by the U.S. Mint..."
766195525,"#TBT to March when I had the opportunity to visit Ukraine with Senate colleagues amid mounting Russian aggression in eastern Ukraine. Pictured here at Maidan Square paying respects to those who were lost during peaceful protests for greater freedoms. Much has happened since then, but the United States position â€“ and my own â€“ has been unwavering in support of the Ukrainian people and their sovereignty."
766195526,"The news of the CFPB lawsuit against Corinthian Colleges should be the end of the road for this shameful company. The Department of Education should immediately prohibit this for-profit college from enrolling new students and accessing federal student aid dollars. http://www.huffingtonpost.com/2014/09/16/cfpb-corinthian-colleges_n_5832540.html "
766195527,"Congratulations Sandy Collins on receiving a National Military Families Association scholarship! Thank you for your determination to become a behavioral health specialist on behalf of our servicemembers."
766195528,"Our students deserve a chance to achieve the America Dream without being saddled by debt. #BankOnStudents"
766195529,"In commemorating this longest day of war on June 6, 1944, we observed a day full of gratitude to those who sacrificed and those who bear witness today to say thank you.  By all historical accounts this was the day that saved the world from tyranny.  It was an overwhelming honor to meet with many veterans, including my friend Jack Port recently featured as one of San Diego's attending heroes.  What was so impressive in meeting these veterans as they have reached or are approaching their nineties, is to acknowledge that many were not even in their twenties on that epoch day.  I will never forget how much I learned and the emotions I felt.  I wish I could have shared it with my Dad who served as a medic throughout the war but like so many of his compatriots moved on with his life and did not speak about his experience.  During his remarks, President Hollande of France quoted President Eisenhower: Americans were not sure what they were fighting for in Europe, but in liberating the concentration camps they knew what they were fighting against."
766195530,"#1010means 1 million veterans will see a pay increase. Let's thank them for their service and #RaiseTheWage"
766195531,"Glad to see President added the line ""when women succeed, America succeeds"" at a request we made at a meeting with Valerie Jarrett on Monday night. #SOTU"
766195532,"Bring up ENDA for a vote in the House! #PassENDA"
766195533,"Tell me what you think: What information should be collected and who should collect it order to intercept terrorist attacks?"
766195534,"Today I introduced the Equal Justice for Our Military Act. Service members, who sacrifice so much to protect our rights, should have the right to appeal to the Supreme Court like the rest of us.  http://www.house.gov/susandavis/press2013/pr040913.shtml"
766195535,"It has been an honor serving alongside @GOPLeader Eric Cantor   http://bit.ly/1pCHRC6"
766195536,"Thanks to all who came by to say hello to us at the Seafood Festival! Beautiful day in Everglades City."
766195537,"Spoke with my friends at the National Hispanic Christian Leadership Coalition earlier today at their first annual justice summit!"
766195538,"In the nearly four years since Senate Democrats last passed a budget, government spending has driven our national debt up past $16 trillion (and rising). Thatâ€™s more than $52,000 for every man, woman, and child. A new infographic looks at just some of the things an average American could do with that money. Here's more: http://www.speaker.gov/general/spendingistheproblem-what-could-you-do-your-52k-share-national-debt"
766195539,"Taking a tour of the Dyer Building with MDC President Padron"
766195540,"Despite promising to cut the deficit in half in 4 yrs, the President increased our debt by $5.8 trillion. Require a plan!"
766195541,"ICYMI: On Senate Immigration Proposal, Bipartisan Sponsors Claim Momentum For Uphill Battle  http://www.huffingtonpost.com/2013/01/28/senate-immigraton-proposal_n_2568191.html"
766195542,"It was a pleasure to have Elizabeth Gross, senior at Lehigh University, as an intern in my Lehigh Valley District Office this Fall. Thanks for all the hard work, Elizabeth!"
766195543,"Chag Sameach! Peace and happiness to all those beginning the Passover celebration this evening!"
766195544,"IN THE NEWS:  From the Morning Call:  Lehigh Valley Congressman Charlie Dent said the president can't undo a piece of law without congressional approval, which is why a legislative fix is needed.  ""The president has no choice but to accept this reality that the implementation of this law has been a complete and utter disaster,"" said Dent, a Republican whose 15th District includes Lehigh County and part of Northampton County. ""This disaster has impacted the lives of Americans who never thought their insurance would be canceled. The bill we'll put forward is a step in the right direction."""
766195545,"Did you know Joeâ€™s office can help Indiana small businesses having difficulty working with federal agencies? Check out the latest installment of â€œJust Ask Joeâ€ù to learn how Joe helped a veteran-owned small business in Cromwell."
766195546,"Great evening at the inaugural Indy Eleven game."
766195547,"This afternoon, Senator Joe Donnelly will take the Senate floor and call on Congress to stop with the partisan fighting and focus on creating jobs for Americaâ€™s workforce."
766195548,"Share this #goodnews with your friends. After close to seven decades, Rich Birs, a 94-year-old resident of Portage, finally received the Purple Heart he earned in the Battle of Okinawa during World War II."
766195549,"I'll be voting in a few minutes to re-authorize funding for the Poison Control Center's hotline, which fields 200,000 calls each year from Californians and helps save lives. Pharmacists, physicians, nurses, and poison information providers answer the hotline 24/7.  Keep their phone number on hand! 1-800-222-1222"
766195550,"I hope you will join me in celebrating Constitution Day today! The United States Constitution is a document unlike any other. First drafted by our Founding Fathers over 200 years ago, the Constitution is not only the foundation of our legal system but remains a model for other emerging democracies around the world. This living, breathing document stands as a testament to the ideals we all share and have long held as Americans. 
 
 Every bill I introduce here in the House of Representatives must be accompanied by a statement of constitutional authority, reestablishing that the Constitution remains the standard against which every piece of legislation must be compared. As a legislator, I personally carry a copy in my pocket at all times as a reminder of the work many representatives have accomplished before me, as well as the ongoing challenge of defending its fundamental tenets during all policy discussions.
 
 I encourage each of you to take some time today to revisit the document and reflect on the ideals that our country continues to hold dear. It can be found online here: http://www.archives.gov/exhibits/charters/constitution.html"
766195551,"Wishing all of my Jewish friends and constituents a happy and healthy year to come as Rosh Hashanah celebrations continue. L'Shanah Tovah (Happy New Year)!"
766195552,"""Operation Chokepoint"", the Administration's backdoor initiative to shutdown law-abiding gun dealers, is happening right here in central Wisconsin. Thank you Hawkins Guns LLC for exposing this liberal scheme. #2ndAmendment"
766195553,"#TBT The last of our summer interns are leaving us at the end of this week. Thanks to Gabe, Stacy, Seth & David for all of your hard work this summerâ€_and who can forget the best intern recruitment video ever made?? "
766195554,"Must See (Intern) T.V.! #WisconsinWednesday"
766195555,"He can't say he didn't knowâ€_and if you're on the newsletter list, you'll be in the know too. Click on the link for a round-up of the week that was and while you're there, please sign-up for future updates."
766195556,"Proud to vote today for a responsible budget that balances."
766195557,"Great piece in the The Post-Crescent about proper forest management.  â€œThis issue cuts across party lines and this industry has a special place in my heart,â€ù Duffy said. â€œThe fight is on. Once this industry is gone you canâ€™t just pop it back open. Iâ€™ll fight as hard as I can to keep the industry alive.â€ù"
766195558,"""The transformative power of technology is real, but so is the digital divide.""  Glad to work with Mike Michaud to make sure those without access to internet  - especially our seniors - are not left behind. Read our op-ed in today's Roll Call"
766195559,"""For people like Denise, who need a transplant, this isn't about politics...she's frightened beyond belief that she won't have HC coverage when she needs it."" @KilmeadeAndFriends #KeepYourPlan"
766195560,"The Veterans History Project of the American Folklife Center collects, preserves, and makes accessible the personal accounts of American war veterans so that future generations may hear directly from veterans and better understand the realities of war.   If you know a Veteran who would be willing to share his or her story, please click on the link for more information!"
766195561,"Busy day at Barron and St. Croix County fairs. Some of our team is still over in Lincoln County too. Stop by, say hi, and let us know how we can help!"
766195562,"I have written before about President Obama's apparent failure to read his daily security briefings. I think this comment from him sums up exactly what I mean (throwing Clapper under the bus along the way):  'Our head of the intelligence community, Jim Clapper,' Obama said, 'has acknowledged that, I think, they underestimated what had been taking place in Syria.'  But in reality, the Administration was warned all along about the rise of ISIS/ISIL.  Defense Intelligence Director, Lt. Gen. Michael Flynn had warned President Obama and repeated that info to Congress:  From the attached article:  'By February [2014] we had generals basically reading out their memos to Congress,' he added, referring to testimony from Lieutenant General Michael Flynn, the director of the Defense Intelligence Agency. Flynn predicted ISIS 'probably will attempt to take territory in Iraq and Syria to exhibit its strength in 2014.' The Islamist terror group had already seized Fallujah and Ramadi, he said, had the 'ability to concurrently maintain multiple safe havens in Syria.' By the time Flynn spoke on Capitol Hill, Congress had already heard the story at least once before. Assistant Secretary of State Brett McGurk told a House Foreign Affairs subcommittee in November 2013 that ISIS had been militarily active all year because of 'a permissive operating environment due to inherent weaknesses of Iraqi security forces, poor operational tactics, and popular grievances, which remain unaddressed.' 'It has also benefited from a sanctuary across the porous border in Syria, control of lucrative facilities there, such as oil wells, and regular movement of weapons and fighters between Syria and Iraq,' McGurk said."
766195563,"Continuing holding meetings with local pastors, this time in Greenwood. If you know of a pastor who would like to be included, just send me a private message with their contact information."
766195564,"I have said for years now that we could bring energy costs down if we pursued more domestic production and American energy independence. It is a matter of supply & demand.  With oil and gas development happening in N. Dakota and Texas (State and private lands btw is where it is happening - and it could boom in Pennsylvania & New York with Marcellus Shale as well as California with Monterey Shale and Alaska with ANWR / NPR), supplies are way up from increased production coupled with a sluggish global economy which has resulted in soft demand.  Throw technological advances in there, too, for a complete picture of the oil and gas boom we are seeing.  I say the boom is happening in spite of Obama Administration policies. I will be criticized by some on here. That is ok. Average Americans know the truth. And the price at the pump can be lower.  Here is a good read on this:"
766195565,"No wonder Nancy Pelosi said â€œwe have to pass the bill so that you can find out what is in it.â€ù She succeeded in pulling the wool over the eyes of a lot of legislators, but she couldnâ€™t do the same with the American people.  They see straight through the lies and â€œfog of the controversy.â€ù This is what is in it, and this is why it must be defunded."
766195566,"Today the House passed H.R. 5, the Student Success Act. I voted in favor of it because it restores local control of education by:  Eliminating Adequate Yearly Progress (AYP), the No Child Left Behind â€œreport cardâ€ù requirement;  Eliminating federal highly certified teacher requirements;  Eliminating the federal governmentâ€™s ability to tell states how to spend their own education money (maintenance of effort);  Keeping federal funding at sequestration levels;  Consolidating 70 funding programs into one single grant program, eliminating taxpayer funded management positions at the Department of Education headquarters; and  Blocking the federal government from mandating â€œCommon Coreâ€ù standards.  Amendments also passed to remove federally mandated teacher evaluation requirements and to make Title I dollars portable for public schools and charter schools, if a state so chooses.  I'd like to thank everyone who responded to my facebook posts asking for feedback on this issue. I read them all, and your feedback helped me make decisions on dozens of amendments and on the overall passage of this bill. I offered an amendment that would have gone even further in removing the federal government from education, but unfortunately it was ruled out of order and was never considered. However, this bill does represent great progress in this area!"
766195567,"Was excited to hear from Louisiana GOP State Senator Elbert Guillory yesterday at the House Republican Study Committee meeting. If you haven't heard from Mr. Guillory before, you should take a minute to watch this video  http://www.youtube.com/watch?v=n_YQ8560E1w"
766195568,"Today, we held our first in a series of hearings on the Boston marathon bombings, and there were some important initial takeaways. For starters, we cannot be afraid to name our enemy. If the threat is the radicalization of Muslim youth, then we need to be able to say that. It's also clear that information sharing between intelligence agencies and law enforcement is still not where it needs to be. We can't allow political correctness and government bureaucracy endanger our safety. At the same time, national security can't be an excuse to ignore our civil liberties."
766195569,"I hope you'll join me for my facebook town hall this upcoming Tuesday!"
