"Title","Text"
"LifePoint to Buy Rival for \$1 Bln","LifePoint Hospitals has agreed to acquire rival Province Healthcare for \$1.125 billion in cash and stock to broaden its geographic reach."
"U.S.: Al-Sadr Withdrawal Would Be Welcome (AP)","AP - The Bush administration reacted suspiciously Wednesday to reports that the radical Shiite cleric Muqtada al-Sadr had accepted a peace plan to end fighting in Najaf."
"Strategies for a Sideways Market"," WASHINGTON (Reuters) - The bulls and the bears are in this  together, scratching their heads and wondering what's going to  happen next."
"Do-it-yourself phishing kits found on the internet, reveals Sophos","Sophos experts have discovered that do-it-yourself phishing kits are being made available for download free of charge from the internet. "
"Webb Ousted in Prelim","Alan Webb is outmaneuvered and outrun as he failed to make it out of the preliminary round in the 1,500 meters."
"Speed Up Saddam's Trial, Allawi Tells Court (Reuters)","Reuters - Interim Prime Minister Iyad Allawi\urged an Iraqi court Monday to speed up proceedings against\toppled leader Saddam Hussein and his close aides."
"Hewitt Thunders to Final","Lleyton Hewitt advanced to the finals of the Legg Mason Tennis Classic with a 6-3, 6-4 win over Robby Ginepri on Saturday."
"Small investors scared off by exercise in stock democracy","This was supposed to be the people's IPO, an exercise in shareholder democracy that would serve as a model for other companies seeking to go public without the suffocating embrace of Wall Street."
"Pentagon turns to Linux for high-end battlefield simulations","As part of its technology update program, the Defense Department has turned to two 256-processor Linux Networx Evolocity cluster supercomputers to improve complex computerized battlefield simulations."
"Tech Goes for Gold in Athens","The success of this year's Olympic games in Athens rides on the fruits of high-tech labor, no matter whether it's the security system, events results or studying sharkskin to build a better swimsuit. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
"Rebels Explode Two Bombs in Katmandu","Suspected Maoist rebels shot and wounded a policeman and detonated two powerful bombs in Katmandu on Friday to reinforce a blockade of the Nepali capital to press for the release of jailed guerrillas."
"Is IBM PC sell off preparation for a Power chip attack?","&lt;strong&gt;Opinion&lt;/strong&gt; A chip on the shoulder?"
"HP replaces three senior executives","Company follows up on promise of ""immediate management changes"" after disappointing earnings report, CNET News.com has learned."
"Europe troubled by euro rise","European officials issued their harshest condemnation yet of the euro #39;s recent surge, in a joint statement after a monthly meeting yesterday."
"Broadband offers magical journey","A 'magic carpet' to take children around the world is one of the projects that has won a community net award."
"Moldovan summertime 'Love Under a Lime Tree' sets European hips swinging (AFP)","AFP - Europe's youth has been singing in Romanian this summer thanks to a Moldovan boys band that has swept to the top of the charts across the continent."
"Howard stands by overboard account","PRIME Minister John Howard yesterday said his personal staff witnessed and backed his version of a sensitive phone call with former ministerial adviser Mike Scrafton over the children overboard affair. "
"Arch Coal completes Triton deal","SAN FRANCISCO (CBS.MW) - Arch Coal said it completed its \$364 million acquisition of Triton Coal Friday, hours after a Federal Court turned down efforts by the Federal Trade Commission to block the deal. "
"Precision and Pressure in a Classic Stadium","THENS, Aug. 19  The two finalists in the men #39;s archery strode out this afternoon and took their positions side-by-by side between the twin columns topped with the two-faced busts of Hermes that mark the start and finish lines in the ..."
"Virtual veins give nurses a hand","\A virtual reality hand, complete with vital veins, that ""feels"" could help trainee nurses practise their jabs."
"Does That Web Site Look Phishy? (PC World)","PC World - WholeSecurity's new software claims to identify fraudulent sites."
"Iran Urges Meeting on Iraq 'Catastrophe' (AP)","AP - Iranian President Mohammad Khatami called on Muslim countries Friday to hold an urgent meeting to discuss the ""catastrophe"" in Iraq, particularly the 2-week standoff in the holy city of Najaf."
"Twins Collect Rare Victory Over Yankees (AP)","AP - Brad Radke pitched seven solid innings, Corey Koskie drove in three runs and the Minnesota Twins beat the New York Yankees in the regular season for the first time since 2001 with an 8-2 victory Tuesday night."
"British Terror Suspects to Appear in Court"," LONDON (Reuters) - Eight British terror suspects charged  with conspiracy to commit murder in a plot linked to security  alerts at financial targets in New York, New Jersey and  Washington make their first appearance in court on Wednesday."
"Mbeki urges reform of global agencies","His call came at the end of his opening address to the ministerial conference of the grouping of 114 developing nations. "
"Saudi phone sector gets \$1bn lift","A group led by the UAE's Etisalat plans to spend \$1bn (544m) on expansion after winning two mobile phone licences in Saudi Arabia."
"Favorite son eliminated","Hoosier Overton fends off four-time Winged Foot champ and St. John #39;s grad Svoboda in Amateur. BY MARK HERRMANN. MAMARONECK, NY - The golf phrase  quot;local knowledge quot; took on new meaning this week at the US Amateur."
"Agassi knocked out in surprising semifinal","The top-seeded Agassi was eliminated in the semifinals of the Legg Mason Tennis Classic on Saturday in Washington by unseeded Gilles Muller."
"Britain arrests 8 suspects linked to US terror alert","Accused of conspiring to commit murder. Alleged Al-Qa #39;ida operative charged with possessing plans of US financial institutions ..."
"Scientists Fear Malaysian Sea Turtles Threatened","Scientists warn that the Malaysian populations of several species of sea turtles are on the brink of collapse and could disappear without urgent action to eliminate poaching and other dangers. "
"Clout shown in rout","ATHENS -- When the Olympic softball schedule was released, Lisa Fernandez grabbed a marker and began counting down the days.  quot;This game is always on my calendar, quot; she said.  quot;I have a tremendous history with Australia. quot; And until yesterday, mostly a haunting one."
"Seiko Epson unveils latest mini robot helicopter","Japanese company Seiko Epson says it has developed a mini helicopter that is the lightest of its kind and can be used for lifesaving and surveillance. "
"Only Three Golds - U.S. Misfires in Early Days in Athens"," ATHENS (Reuters) - Told to avoid inflaming anti-American  sentiment, U.S. athletes may have toned down the bravado too  much in the early days of the Athens Games."
"Campbell takes bronze","ATHENS, Greece - Veronica Campbell snatched Jamaica #39;s first Olympic medal at the 2004 Athens Olympic Games with a third-place finish in the women #39;s 100-metre final last night."
"3Com partners with wireless switch start-up","3Com enters into the wireless switch market through a partnership with start-up Trapeze Networks."
"Bloody Battle Dulls Cleric's Heroic Image (AP)","AP - Radical cleric Muqtada al-Sadr has emerged from a bloody, two-week showdown with U.S. forces with his militia intact but his heroic image in question."
"EU Weighs Tougher Conditions for Talks With Turkey (Update1)","European Union governments may impose tougher conditions on entry talks with Turkey in response to demands by France, Austria and Cyprus, a draft EU compromise shows."
"IBM chalks up two health care wins","The deals with a university medical center and a California health care provider come two weeks after a win with the Mayo Clinic."
"Windows XP SP2 Firewall","Last week Microsoft finally released the much-anticipated Service Pack 2 (SP2) for Windows XP. This update represents a fundamental change in many aspects of Windows XP security and could reasonably be called the next release of Windows XP as much as a ..."
"AMD starts shipping 90-nanometer chips to customers","Advanced Micro Devices Inc.'s (AMD Inc.'s) 90-nanometer notebook processors are on their way to customers, according to a research note published by Goldman Sachs   Co. Thursday.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/ibmpseries;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;9824455;9690404;u?http://ad.doubleclick.net/clk;9473681;9688522;d?http://www.ibm.com/servers/eserver/pseries/campaigns/boardroom/index.html?ca=pSeries met=boardroom me=E P_Creative=P_InfoW_RSS""&gt;Introducing IBM eServer p5 systems.&lt;/a&gt;&lt;br/&gt;Powered by IBMs most advanced 64-bit microprocessor (POWER5(tm)), p5 systems can run UNIX and Linux simultaneously. Learn more about eServer p5 systems.&lt;/p&gt;"
"This information has been provided by the State Statistics Committee","The Cassini spacecraft has discovered two new moons at Saturn that may be the smallest bodies seen so far around the ringed planet, according to a NASA press release. "
"Barghouti may be ready to quit PA race","Jailed Fatah leader Marwan Barghouti may be close to withdrawing from the race for Palestinian Authority president. Hatem Abdel Kader, a member of Fatah #39;s "
"In badminton, two deserving champions","ATHENS As they lunged and lobbed with astonishing skill on Thursday, it was difficult to know whose personal journey had made them the worthier Olympic women #39;s badminton champion. "
"Explore the Many Colors of Stars (SPACE.com)","SPACE.com - One of the pleasures of \  stargazing is noticing and enjoying the various colors that stars display in \  dark skies. These hues offer direct visual evidence of how stellar temperatures \  vary."
"Report: Palestinians, Israel Back Peace Plan"," CAIRO (Reuters) - Palestinians and Israelis have agreed in  principle to proposals aiming to end their conflict, Egypt's  official news agency MENA said on Tuesday."
"China Detains Eight Roman Catholic Priests -Group"," BEIJING (Reuters) - China has detained eight Roman Catholic  priests in northern Hebei province, continuing a crackdown on  those loyal to the Pope, a U.S.-based religious right group  said on Wednesday."
"Olympics: Venus out of Olympics","ATHENS : Title-holder Venus Williams of the United States crashed out of the Olympic women #39;s singles tennis tournament here losing a third round tie 6-4, 6-4 to France #39;s Mary Pierce. "
"Torri finally out of Olympic Games","ATHENS - US sprinter Torri Edwards was knocked out of the Olym- pics for good yesterday when an arbitration panel upheld her two-year drug suspension, rejecting arguments she took banned stimulants by accident. "
"Locusts ravage northern Nigeria","The locusts swarming across West Africa reach  northern Nigeria, devastating fields of crops."
"Mauritian textile firm cuts jobs","One of the oldest textile operators on the Indian Ocean island of Mauritius last week shut seven factories and cut 900 jobs."
"A Digital Doctor Treats Computer Contamination (washingtonpost.com)","washingtonpost.com - Before me lies the patient, a Gateway computer running Windows 98. It is suffering from extremely clogged Internet arteries, unable to reach the Web. As one of The Washington Post's digital doctors, my task is to nurse the machine back to health so my colleague Kathleen Day can access her e-mail and file stories from home."
"Parmalat adds CSFB to list of banks being sued","MILAN, Aug 19 (Reuters) - Parmalat on Thursday fired off the latest lawsuit in its bid to recover billions of euros from banks that did deals with the now insolvent dairy group, saying it had sued CSFB for ..."
"Johnson Helps D - Backs End Nine - Game Slide","NEW YORK (AP) -- Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0."
"America #39;s great hope in 1,500 has early exit, Devers squeaks into 100 semis","Alan Webb, who was supposed to end America #39;s streak of mediocrity in middle-distance races, got outmaneuvered and outrun as he failed to make it out of the preliminary round in the 1,500 meters. "
"Jackson Lawyers Call Accuser's Stepfather","SANTA MARIA, Calif. - Michael Jackson's defense lawyers aim to find out whether authorities violated his attorney-client privilege when they broke into the office of a private investigator hired by the pop star..."
"Logan may benefit from fewer O #39;Hare flights","WASHINGTON -- Flight reductions by 16 major airlines serving O #39;Hare International Airport -- the result of two weeks of talks with the Transportation Department to alleviate traffic at the ..."
"MForma buys FingerTwitch (TheDeal.com)","TheDeal.com - The Kirkland, Wash., cell-phone game maker will use some of its  #36;19 million to buy wireless specialist FingerTwitch Inc."
"UN staff call for Afghan pullout","The UN staff union calls for all personnel to be withdrawn from Afghanistan, saying it has become too dangerous."
"Stocks Open Lower","NEW YORK (Reuters) - US stocks fell at the open on Wednesday after crude oil pushed to a fresh high and Google Inc. slashed its initial public offering price, which appeared to dampen investor sentiment. "
"Real launches 'Freedom of Choice Campaign' (MacCentral)","MacCentral - RealNetworks will tout its new Windows-only Harmony technology, which allows files from its music store to be played on Apple's iPod, in a series of print, radio and online advertising, the company said in a statement on Tuesday. In addition, Real will hold what it calls the biggest music sale in history selling songs for US #36;0.49 and albums for  #36;4.99."
"Athletes Return to Olympia, Home of Games, After 1,611 Years","Aug. 18 (Bloomberg) -- Olympia, home of the Olympics for more than 12 centuries, will host competition for the first time in 1,611 years when the shot put competition of the Athens Games is contested at Greece #39;s most sacred sporting site. "
"Health Highlights: Aug. 18, 2004","Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----       Greek Athletes Who Missed Drug Test Quit Games      The two Greek athletes who missed a drug test on Aug. 12 have withdrawn from the Olympic Games..."
"Pay Up for Growth","Legg Mason's Mary Chris Gay knows when to pay for growth and when to sell a stock."
"E-mail from Athens","ATHENS, Greece  For people willing to devote an unfathomable \$1.5 billion to  quot;security quot; for the Olympic Games, the Greeks sure are careless. As in, they couldn #39;t care less. "
"Iraqi Minister Sets New Deadline For Al-Sadr","19 August 2004 -- An Iraqi government official has said a military offensive against Shi #39;ite militiamen loyal to Shi #39;a cleric Muqtada al-Sadr in the holy city of Al-Najaf will begin in  quot;hours quot; unless they disarm. "
"Olympic Games","The first Olympic Games were dedicated to the Olympian gods and were staged on the ancient plains of Olympia, famous for its magnificent temples of the gods Zeus and Hera. Take the Rediff Business Quiz and find out what role the corporates play in the ..."
"No Frills, but Everything Else Is on Craigslist (washingtonpost.com)","washingtonpost.com - Ernie Miller, a 38-year-old software developer in Silver Spring, offers a telling clue as to how www.craigslist.org became the Internet's go-to place to solve life's vexing problems."
"Broadband used by 51 percent of online population","For the first time, broadband connections are reaching more than half (51 percent) of the American online population at home, according to measurement taken in July by Nielsen/NetRatings, a Milpitas-based Internet audience measurement and research ..."
"Sports:Greek weightlifter stripped of medal","ATHENS, Greece Greek weightlifter Leonidas Sampanis has been stripped of his bronze medal for a doping offense. It was the first medal to be stripped from an athlete in Athens because of doping."
"Michael Jackson in legal setback","Michael Jackson's lawyers fail in their attempt to have evidence seized in a raid on his ranch thrown out."
"Clash among warlords casts doubt on Afghanistan's security","KABUL, Afghanistan -- Rival militias clashed in western Afghanistan yesterday, reportedly killing 21 people and ramping up concern about security as the country prepares for landmark elections."
"30 More Days of Exclusivity for UAL OK'd (Reuters)","Reuters - A U.S. bankruptcy court judge on Friday\granted United Airlines another 30 days of exclusivity, giving\it until the end of September to file its own reorganization\plan without competing plans from creditors."
"HP releases  quot;carrier quot; grade Linux for pigeons","HP, THE SELLER OF tin and fag-free utopian ideals is flogging commodity, standards-based hardware and software, including Carrier Grade Linux, to telephone company Motorola. "
"Production Grew, Prices Fell in July","The nation #39;s factories cranked out more products in July, miners dug more minerals and builders broke ground on more homes, the government said yesterday in three reports that showed some rebound in economic activity last month. "
"Ainslie wins second Olympics yachting gold (AFP)","AFP - Britain's Ben Ainslie collected his second successive Olympic Games yachting gold medal when he took victory in the Finn class."
"Two Georgians Killed in Breakaway Region","TBILISI (Reuters) - At least two Georgian soldiers were killed and five wounded in artillery fire with separatists in the breakaway region of South Ossetia, Georgian officials said on Wednesday. "
"Dollar Struggles to Stay Off Lows"," LONDON (Reuters) - The dollar traded near this week's  four-week lows against the euro and yen on Thursday ahead of  U.S. jobless claims and a key business survey that dealers  expect to provide further clues about the interest rate  outlook."
"Crude Oil Prices Surge Again","Crude oil prices surged again Wednesday, rising above \$47 a barrel amid lingering concerns in supply from Iraq and Russia."
"Rebranded Liechtenstein Welcomes Fresh Prince"," VADUZ, Liechtenstein (Reuters) - The people of  Liechtenstein ushered in a new era Sunday as the tiny Alpine  principality welcomed a new ruler and sought to shed its image  as a haven for money launderers."
"Mills buys stakes in 9 GM-owned malls","Virginia-based REIT will pay \$1B, before transaction costs, for a 50 stake in the properties. NEW YORK (Reuters) - Real estate investment trust Mills Corp. said Tuesday it will buy a 50 percent managing stake in nine regional malls from a General Motors ..."
"Dodgers 7, Braves 4","Los Angeles, Ca. -- Shawn Green belted a grand slam and a solo homer as Los Angeles beat Mike Hampton and the Atlanta Braves 7-to-4 Saturday afternoon."
"Bell set for Test debut","Ian Bell is almost certain to make his England Test debut on Thursday in the final match against West Indies. "
"If this keeps up, they just may be able to swing it","CHICAGO -- This national TV stuff, Terry Francona still has some work to do.  quot;I showed up for the wrong inning, quot; said the Red Sox manager, who had been lined up to do a between-innings interview by Fox yesterday and eventually got on, but just a little later than he thought he would."
"Former Champ Bowe Eyes a Return to the Ring"," SHAWNEE, Oklahoma (Sports Network) - Former heavyweight  champion Riddick Bowe is eyeing a return to the ring after  hanging up the gloves in 1996."
"Compuware Calls for IBM Oust","Lawyers for software vendor Compuware (Quote, Chart) filed a motion with a US District Court in Michigan asking a federal judge to impose sanctions against IBM for producing source code two years too late. "
"Woodgate: A dream come true","The England international completed his 13.4million move from Newcastle to the Spanish giants on Friday and was officially unveiled to the media on Saturday afternoon."
"Wal-Mart looking at Japan #39;s Daiei","TOKYO Wal-Mart Stores is considering taking a stake in the heavily indebted Japanese retailer Daiei, a move that could greatly expand the presence of the world #39;s largest retailer in the world #39;s second-largest retail market. "
"Playlist magazine announced; first issue this month (MacCentral)","MacCentral - Mac Publishing LLC, the publishers of Macworld magazine on Monday announced Playlist, a new digital music magazine for Mac and Windows users. The new magazine, which will be newsstand-only, will be available on August 24, 2004."
"Mass. girls defend","NORTH ANDOVER -- Massachusetts defended its Hockey Night in Boston Girls Summer Showcase title yesterday with a 9-3 victory over Minnesota in the championship game at Merrimack College."
"The Ballad of Shaikh Ahmed","THE guy exudes an aura of sure-fire confidence - the confidence that is based on his burning desire to excel. Shaikh Ahmed Mohammed Hasher Al Maktoum expects to be successful - and he invariably is. "
"World record in sights of 100-meter field"," quot;We #39;re going to have a party, quot; Maurice Greene said Saturday, looking forward to Sunday #39;s final in the Olympic men #39;s 100-meter dash."
"Olympic-size security demands advance planning","ATHENS -- If there's one thing the Atos Origin SA team understands as lead contractor for the Olympic IT infrastructure, it's that you must learn from your mistakes."
"NYMEX Crude Strikes Record \$48.90"," SINGAPORE (Reuters) - NYMEX crude oil futures struck  another record at \$48.90 a barrel on Friday before the  prompt-month expiry, as surging violence in Iraq sparked fresh  concerns over supply disruptions."
"Fall Season Looks Solid for Retailers, But Holidays Could Be Another Story","Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings."
"Shielding Your Skin From the Summer Sun","Americans have a passion for the great outdoors but often seem downright lackadaisical about protecting their skin from the sun's damaging rays. Myths about sun exposure -- and there are quite a few -- may encourage people's risky behaviors, experts say."
"Walker Slam Leads Cardinals Past Reds (AP)","AP - Larry Walker has learned quickly that St. Louis Cardinals' fans know how to celebrate."
"Google share price falls short of predictions","Internet search giant Google has priced its long-awaited initial public offering (IPO) at just under \$120 a share, far below initial expectations. "
"Work Works for Women","Women who work are healthier than women who don't have jobs, suggests a study presented Aug. 16 at the American Sociological Association annual meeting in San Francisco. The University of Pennsylvania study concluded the health benefits that women derive from working aren't diminished by longer work hours or combining longer work hours with those of a spouse."
"Swiss Re, Zurich peg Charley costs","LONDON (CBS.MW) - The costs of Hurricane Charley in Florida to the insurance industry were becoming clearer on Thursday after two major Swiss insurers estimated their claims stemming from the storm last week. "
"AP: Group Finds Cave Linked to Baptist","KIBBUTZ TZUBA, Israel - Archaeologists said Monday they have found a cave where they believe John the Baptist anointed many of his disciples - a huge cistern with 28 steps leading to an underground pool of water.    During an exclusive tour of the cave by The Associated Press, archaeologists presented wall carvings they said tell the story of the fiery New Testament preacher, as well as a stone they believe was used for ceremonial foot washing..."
"Israeli PM defies party rebellion","Israel's Ariel Sharon says he will push ahead with plans for Gaza disengagement, despite a rebuke from his Likud party."
"Airlines agree to limit O #39;Hare arrivals","SAN FRANCISCO (CBS.MW) -- Major North American airlines agreed to a voluntary limit of 88 arrivals per hour for flights serving Chicago #39;s O #39;Hare International Airport during peak traffic periods, the Transportation Department said ..."
"Economies Not Yet Dented by Oil Prices"," LONDON (Reuters) - OPEC oil producers and Chancellor  Schroeder of Germany, which is a prominent consumer, agree that  the remorseless rise in the price of crude has so far had  little impact on global economic growth."
"Cubs get delivery from Wood","Kerry Wood homered and allowed four hits in eight innings, leading the Chicago Cubs over the visiting Los Angeles Dodgers, 2-0, yesterday."
"Phelps gets that golden feeling again","ATHENS, Greece  Take Mark Spitz off his back, and this Phelps kid is pretty fast.  quot;It is, quot; Michael Phelps conceded,  quot;a little bit easier to get up on the (starting) block. quot; ..."
"On Tape, Abducted Reporter Says He's OK (AP)","AP - A U.S. journalist abducted by militants in Iraq and threatened with death said in a video aired Friday that his captors were treating him well, while an Italian journalist also was reported missing in the war-torn country."
"Venus, Roddick Upset in Olympic Tennis","ATHENS, Greece - Andy Roddick hit one last errant shot into the net and hung his head, his medal hopes over. A short while later, Venus Williams was gone, too..."
"Battling Robots in Japan's Pop-Culture Tech","The ring sits in the spotlight of a tense, packed auditorium and the jittery fighters await the bell at their red and blue corners. Like any fight, there's always the danger of a punishing uppercut or left hook. But these boxers have even more worries  like battery failure and software bugs."
"Basketball: U.S. Wins, Spain Reaches Playoffs"," ATHENS (Reuters) - The United States finally showed signs  of coming together as a team but still needed a late surge to  beat Australia 89-79 in the men's Olympic basketball tournament  Thursday."
"Kobe Bryant Rape Trial Looks Set to Go Ahead (Reuters)","Reuters - The trial in the Kobe Bryant rape\case looked set to go ahead later this month after the state's\highest court ruled against prosecutors on Monday over a key\piece of evidence in the high-profile case."
"Pair of US squads advance to finals","By just two ticks of the clock yesterday morning, the US rowing team squeezed two entries into this weekend's Olympic finals on an otherwise empty day."
"Google Up in Market Debut After Bumpy IPO"," NEW YORK/SEATTLE (Reuters) - Google Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; shares  made their long-awaited stock market debut on Thursday, rising  sharply to \$100 after an initial public offering marked by  missteps and lackluster market conditions."
"File-Sharing Sites Found Not Liable for Infringement","A court ruled that the distributors of software used by millions of people to exchange music files over the Internet cannot be held liable for aiding copyright infringement."
"Candidate, Party Spending Tops  #36;1 Billion (AP)","AP - Spending by presidential and congressional candidates and the national party committees that support them already tops  #36;1 billion for the 2004 election cycle, with more than two months of campaigning to go."
"UPDATE 1-England edge towards series whitewash","England made slow progress towards a seventh successive test win with West Indies 274 for six on day three of the fourth test at the Oval on Saturday."
"Olympic Swimming Ends with U.S., Australian Records"," ATHENS (Reuters) - The United States and Australia set  world records in the men's and women's 4x100 medley relay races  Saturday, the final day of swimming competition at the Athens  2004 Olympics."
"Ramirez, Red Sox Batter White Sox","Manny Ramirez homered and drove in five runs as the Red Sox earned their fifth straight victory."
"Home users get key Windows update","From today home users will be able to get hold of Microsoft #39;s long-awaited update for Windows XP. The version of the SP2 security update for the Home Edition of XP has become available via its auto-update service. "
"Venezuela's Chavez faces political gulfs","CARACAS -- Fresh from victory and emboldened by a decisive mandate, Venezuelan President Hugo Chavez has the opportunity to extend an olive branch to a seething opposition and a suspicious US administration, but the rifts may have grown too deep to be mended."
"AMD to switch on better Opteron power management","Computers with AMD #39;s Opteron processor will soon be able to take advantage of the same power management technology the company has already built into its laptop and desktop microchips."
"Report: Johnson  amp; Johnson in talks to buy Guidant","Johnson  amp; Johnson (JNJ), the drug and health care products company, is reportedly in advanced negotiations to buy Guidant (GDT), a leading maker of devices to treat heart and circulatory illnesses, for more than \$24 billion."
"Olympics boosts WPP growth","WPP, the world's third largest advertising services group, has reported 15 growth in profits in the first half of the year."
"Fake goods tempting young adults","Young people are increasingly happy to buy pirated goods or illegal download content from the net, a survey shows."
"Rival Targets Apple's ITunes Customers","For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player. Now, it's got rival RealNetworks Inc. trying to lure iTunes customers away."
"Spaniards can lift Liverpool: Benitez","Liverpool manager Rafael Benitez insists his new Spanish signings will help the Reds to become contenders for the English Premiership crown."
"American Sprinters Show a Mix of Bluster and Speed","Shawn Crawford of the United States left the baseball cap at home and no longer needed the showy sunglasses he wore in Saturday morning #39;s first heat."
"UAL, creditors agree to extend exclusivity 30 days","CHICAGO, Aug 20 (Reuters) - UAL Corp. #39;s (UALAQ.OB: Quote, Profile, Research) United Airlines on Friday said it has agreed with its creditors committee to a 30-day extension on the period in which it can file an exclusive bankruptcy reorganization plan. "
"High crude here to stay","Oil dipping almost \$1 doesn #39;t signal the beginning of a major retreat, say commodities experts who suggest crude might never fall below \$40 US a barrel again."
"Charley's Force Took Experts by Surprise (AP)","AP - Hurricane Charley's 145-mph force took forecasters by surprise and showed just how shaky a science it still is to predict a storm's intensity  #151; even with all the latest satellite and radar technology."
"Cisco, Juniper Making Noise in High-End Routing Space","Dueling Cisco Systems Inc. and Juniper Networks Inc. are both jockeying for the spotlight on the high end of the routing market with announcements of new developments around their respective CRS-1 and T-series core routers."
"Mistakes Are Abundant","Missed tackles, penalties and other assorted errors marked Maryland's intrasquad scrimmage Saturday, a dire portent of another slow start."
"Sen. Zell Miller to Be GOP Keynote Speaker (AP)","AP - Get ready for some more ""Zell zingers"" from the political convention in New York. But this time, a Bush will be the beneficiary, not the target."
"U.N. Food Agency Steps Up Sudan Aid (AP)","AP - The United Nations' food relief agency is gearing up for a ""critical stage"" in feeding refugees in western Sudan as more people flee ethnic violence there and the rainy season peaks, U.N. officials said Wednesday."
"Wambach #39;s boot boosts US into semifinals","THESSALONIKI, Greece -- Abby Wambach will never score an easier goal. From 1 foot away, she tapped the ball into the net and put the United States into the Olympic semifinals. "
"Garrison gets new contract; King retires","WHITE PLAINS, NY -- Zina Garrison was given a one-year contract to stay on as US Fed Cup captain, while Billie Jean King retired Tuesday as a coach for the team."
"Ogunleye traded for Bear receiver","A messy contract holdout and the need for a top-flight wide receiver prompted the Dolphins to agree on a trade Saturday that will send defensive end Adewale Ogunleye to the Chicago Bears for Marty Booker and a 2005 third-round draft pick."
"Briefly: FaceTime pulls in \$16 million","roundup Plus: Bladed desktop pioneer gets \$25 million...AOL kicks off free fantasy sports...HP partners with 3G gear maker."
"Dream Team Pulls Away to Beat Australia","ATHENS, Greece - LeBron James eyed Shawn Marion's pass coming toward him and made a split-second decision to redirect the ball. One nifty touch pass later, Dwyane Wade converted it into a layup..."
"Bank One Chief Economist to Step Down","Bank One said Thursday that its chief economist is leaving the company, less than two months after it was purchased by JP Morgan Chase  amp; Co."
"SEC Says Google IPO Document Effective"," WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission said on Wednesday that it declared effective Google  Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; registration statement for its initial public  offering."
"Reds with a Spanish spine","Rafael Benitez would not have imagined a more troubled introduction to his debut Premiership season following Michael Owen #39;s shock transfer. NANTHA KUMAR examines the tough transition period at Liverpool.LIVERPOOL Football Club were not the only party ..."
"Mexican Migrant Seeks U.S. Work Visa (AP)","AP - Omar Garcia Escobedo's family thought their 25-year-old son had, like so many other migrants seeking work in the United States, drowned trying to cross the treacherous, fast flowing Rio Grande River."
"Expos #39; Move Remains Undecided","ommissioner Bud Selig #39;s three-year contract extension, the start of a television network and a World Cup tournament are likely to gain overwhelming approval from baseball #39;s owners this week, while a decision on the future home of ..."
"Ill. Plans Online Network to Import Drugs","CHICAGO - Ignoring a federal ban on prescription drug imports, Illinois' governor announced Tuesday that the state would have an online clearinghouse running within a month to help residents purchase drugs from Canada, Ireland and the United Kingdom.    The state won't import the drugs itself, but plans to contract with a Canadian company to connect state residents with foreign pharmacies that have been approved by state health inspectors..."
"OPEC: 'Very Small' Impact from Surge"," LONDON (Reuters) - OPEC producers have said they see little  impact on economic growth so far from oil's relentless price  surge, which Wednesday racked up yet another record high."
"Nestle #39;s profit hits \$3.1bn","NESTLE SA, the world #39;s biggest food and drink company, posted a modest 2 per cent increase in profits for the first half of the year as it faced such challenges as higher prices for raw materials like milk and coffee as well as cooler temperatures, which ..."
"Fiat's Trucks Unit Signs Deal With SAIC (AP)","AP - Fiat SpA said Tuesday that its Iveco SpA trucks unit has agreed to develop a long-term partnership with Shanghai Automotive Industry Corp., one of the largest Chinese automakers, for building trucks and other industrial vehicles."
"Parry wins butterfly bronze","Stephen Parry comes a brilliant third behind Michael Phelps in the men's 200m butterfly."
"Layoffs at Fleet","THE LAYOFFS at Fleet seem to be a microcosm of the economy as a whole. Good, higher-paying, full-time jobs, presumably with benefits, are replaced by lower-paying, part-time jobs that may not have the same health care plans. "
"Treasury 10-Year Notes Hold Close to April High for Second Week","US 10-year Treasury notes finished for a second week at the highest since April, on speculation record oil prices will hinder economic growth, prompting the Federal Reserve to slow the pace of interest-rate increases."
"Peres calls for early general election","The leader of the opposition Labour party in Israel, Shimon Peres, has called for an early general election. "
"Maoist rebels cut off Kathmandu","Maoist rebels yesterday cut off routes into the Nepalese capital Kathmandu in their first blockade of the city since they launched their insurgency to overthrow the constitutional monarchy eight years ago. "
