"Tag","Title","Text"
4,"Nokia Releases Newest Version Of SSL VPN (TechWeb)","TechWeb - New Secure Connector feature gives remote users secure network-level access, including access to business applications, data, and network services."
3,"Marsh Talks to Spitzer About Settling","Independent directors of Marsh   McLennan Cos. approached New York state Attorney General Eliot L. Spitzer this week about settling the corruption charges Spitzer has brought against the giant insurance broker and financial services firm, according to sources close to the investigation."
3,"Turnpike Opts Against Waiving Tolls Sunday","November 27, 2004 - The Pennsylvania Turnpike Commission says it lost 2 (M) million dollars on Wednesday when tolls were waived on the first day of the toll takers strike."
3,"Branson Predicts Price War as Virgin Adds Sydney Flights","Virgin will use Airbus A340-600 aircraft on the London-Sydney route, but plans to increase capacity by using Boeing 747s or adding a second daily service."
3,"AirTran clears jobs hurdle","AirTran Airways has agreed to retain 3,200 Chicago-based employees when it acquires bankrupt ATA Airlines #39; local assets, Mayor Daley said Friday, paving the way for City Hall to approve the transfer of ATA #39;s 14 gates at Midway Airport."
3,"Oil Closes Over \$50 as Market Eyes Nigeria","Oil prices pierced the \$50-a-barrel mark again today amid concern over possible conflict in Nigeria's oil-producing delta region."
2,"Australia in control after Clarke makes daring debut","An engrossing opening day, played on a pitch as slow as a bank queue, ended in favour of an Australian side rescued from its own excesses by an intrepid partnership between a "
4,"1Gbit NAND flash prices to drop 50 by 2Q 2005","Prices of 1Gbit NAND flash chips may drop about 50 to US\$3-4 per chip by the end of the second quarter of 2005, as supply increases and players continue to push higher-density products into the market, according to sources with IC distributors in Taiwan."
2,"Ben Wallace loses brother to brain cancer","West coast trips have been filled with heartbreaking moments for Detroit Pistons All-star Ben Wallace. But it has had nothing to do with the games being played."
4,"Microsoft Releases a Desktop Search Tool","Microsoft has released a preliminary version of its search tool for finding documents, e-mail messages and other files stored on personal computer hard drives."
2," #39;Perfect #39; opportunity","Trainer D. Wayne Lukas announced yesterday he will enter champion mare Azeri against the males in Saturday #39;s Breeders #39; Cup Classic at "
2,"Lonard wins with a birdie barrage","So it is no more than apt that Peter Lonard should yesterday add to the tradition in the 100th staging of Australia #39;s oldest and greatest golf championship."
2,"Your Verdict: Diouf spitting shame","El-Hadji Diouf is back doing what he appears to do best - spitting on people. Not content with covering a variety of fans with spittle he has now targeted his fellow professionals."
1,"A wife #39;s desperate plea","THE saga of a Thai wife getting caught in the quagmire of Iraq played out for a second time after British hostage Kenneth Bigley #39;s spouse begged his abductors for mercy from the grounds of the British Embassy here."
2,"McClaren: I hope I haven #39;t helped Wales in World Cup","ENGLAND coach Steve McClaren hopes he has not handed Wales the World Cup blueprint to curb the threat of Wayne Rooney. McClaren #39;s Middlesbrough manfully threw up the barricades at Old Trafford yesterday as "
4,"No fault in Andreas","Sometimes bigger isn #39;t better. Sometimes bigger is just, well, bigger. The only difference between a 14-ounce New York steak and a 21-ounce New York steak is an extra seven ounces of dead cow flesh that just sits there and congeals in your gut."
2,"Achieving his goals","Hugo Sanchez is nicknamed  quot;Hu-gol quot; and  quot;Pentapichichi, quot; referring to his five successive scoring titles in Spain's Primera Liga while playing for Real Madrid. Now Sanchez, who also performed for the San Diego Sockers in the North American Soccer League and Dallas Burn in Major League Soccer, is having similar success as a coach."
4,"Adobe and Yahoo! Team to Deliver New Consumer Services","Companies to Provide Consumers with Access to Yahoo! Search Through Adobe Reader and Co-branded Toolbar Featuring Adobe Services. SAN JOSE, Calif."
3,"United cuts back","United Airlines will cut its US flight capacity 14 after the busy holiday season and add international flights to focus on more profitable routes."
3,"Chinese auto firm looks overseas","Shanghai Automotive Industry Corporation, China's largest carmaker, is consolidating its assets into a new company as it considers listing its shares abroad."
4,"San Francisco Sets Goal of Free Citywide WiFi (Reuters)","Reuters - San Francisco Mayor Gavin Newsom\set a goal on Thursday of providing free wireless Internet\activity in his city that sees itself as a vanguard of the\Internet revolution."
3,"Billionaires still playing catch-up with Gates","Bill Gates remained atop the list of richest people in the United States, but investor Warren Buffett edged closer and Google #39;s founders are rising fast, according to Forbes magazine."
4,"Vodafone Makes Sun Its Preferred IT Vendor (Ziff Davis)","Ziff Davis - Vodafone signs a global purchasing agreement with Sun that gives Vodafone consistent terms for Sun's hardware, software and services product line."
4,"New Windows Patch Proves Tricky","The latest Microsoft Windows security flaw could result in more harm than usual because the company's system for fixing it could prove too vexing for some PC users to deal with, security experts warned. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
3,"Oracle trial tactic: Conway lied to analysts","Redwood Shores-based software giant Oracle Corp. said in court that PeopleSoft Inc. CEO Craig Conway lied about the effects of Oracle #39;s \$7."
1,"World Leaders Issue Praise for Powell","World leaders lavished praise on Colin Powell as he stepped down as US secretary of state, hailing his efforts to build international consensus and pledging to work closely with his replacement."
3,"Wireless patent suit still murky","Research In Motion (RIMM), maker of the popular BlackBerry wireless e-mail device, got mixed news in court Tuesday - and a worst-case scenario that would stop BlackBerry sales in the USA."
2,"Yankees close with Wright, Womack","Despite a published report to the contrary, the Yankees have not come to terms with Jaret Wright as of Tuesday night, but the Bronx Bombers did move quickly to replace "
2,"O #39;Rourke more then stats and hairstyles","Soccer is a sport with a field 80 yards wide by 120 yards long, and 22 players running for 90 minutes. Often times the only players that stand out are the ones that put up  #39;big #39; numbers, scoring goals and setting up others."
4,"Perens Hits Out at Sun over OpenOffice","Perens said the legal arrangement between Sun and Microsoft was  quot;creepy. quot; The agreement, he added,  quot;essentially says that Sun will not stand together with the open source developers who contributed "
4,"Database to trace stolen phones","Thames Valley Police joins a national mobile database to trace owners of stolen phones."
3,"Strong euro hurting German morale","FRANKFURT - Surging oil prices and the strength of the euro, currently at an all-time high around 1.32 dollars, are currently weighing on business morale in Germany, the eurozone #39;s biggest economy, a new poll showed."
2,"ANOTHER VOICE Baseball in Washington","Washington may or may not get a new president next year, but it is getting a new baseball team. And like almost every major-league team that has ever worn Washington on its jersey, this one is a last-place bunch."
2,"Exclusive to pgatour.com.au/Sportal","Peter Lonard was almost an afterthought last week at The Australian - until the last nine when his pressure-proof action flushed enough irons close enough to steal the championship from those who had borne the brunt of the leaders #39; tension for three and a "
3,"WMC rejects \$5.5bn Xstrata bid","MELBOURNE - Australian nickel and copper miner WMC Resources rejected aA\$7,4bn takeover bid from Xstrata, but left the door open for a higher offer, which sent its shares soaring."
2,"England strike early in first Test","PORT ELIZABETH, South Africa (AFP) - South African batting kingpins Graeme Smith and Jacques Kallis were both out for nought as England made a strong start on the first day of the first Test at St George #39;s Park."
4,"Sprint in Talks with Qualcomm on TV to Cellphones"," NEW YORK (Reuters) - Sprint Corp. is in talks with Qualcomm  Inc. about using a network the chipmaker is building to deliver  live television to Sprint mobile phone customers, Chief  Operating Officer Len Lauer said on Tuesday."
4,"Apple web hole still open","com. Apple Computer Inc. has still not properly fixed the HFS filesystem named fork vulnerability discovered last week, according to the company that first noticed it, NetSec Inc."
4,"The Good Old Days (Forbes.com)","Forbes.com - My favorite gadget isn't to be found in the collection featured on the cover. Bruce Upbin, who put these vignettes together, wanted something newfangled, and the Singer model 201 sewing machine I got from a second-hand shop didn't qualify. But it's quite a marvel of mechanical ingenuity and as deserving of a testimonial as those cell phones and iPod docking stations (see p. 72)."
2,"American Miller wins men #39;s World Cup giant-slalom ski competition","LAKE LOUISE, Alta. (CP) - American Bode Miller won his first World Cup super-giant slalom race Sunday, giving him his third consecutive victory of the season and moving him into an exclusive club."
3,"Update 1: Stewart Asks Court to Overturn Conviction","Lawyers for Martha Stewart told a federal appeals court that she suffered a  quot;fundamentally unfair quot; trial at the hands of prosecutors who incorrectly suggested she was accused of insider trading."
4,"Bridgestone to Produce Ultra-Thin Display Devices"," TOKYO (Reuters) - Bridgestone Corp. will enter the display  device market with ultra-thin electronic price tags, aiming for  annual sales of 1 billion yen (\$9.23 million) in around two to  three years, Japan's top tire maker said on Wednesday."
4,"Desktop Search from AOL, Google   Others","Desktop Search from AOL, Google  #038; Others\\Search engines, portals and browser systems are trying to get off of the Internet and your desktop and into your hard drives, email, and private files. By taking advantage of a basically lame Windows Search tool used by Microsoft since the dawn of MS ..."
4,"Indecency Rules Enter Digital Age","The FCC leads the campaign to rein in 'indecency' on the airwaves. But in a world of unlimited spectrum, some think shackling the First Amendment is what's obscene. By Frank Rose from Wired magazine."
1,"Key Dates in Northern Ireland Conflict (AP)","AP - 1921  #151; Ireland is partitioned amid civil war. The new state of Northern Ireland, with a British Protestant majority, remains part of United Kingdom while the predominantly Catholic rest of Ireland wins independence from UK."
1,"Asia-Pacific leaders to spur world trade, fight terror","US President George W. Bush and other Asia-Pacific leaders muster in Chile this weekend to spur world trade and suppress terrorism, under the growing menace of nuclear proliferation."
2,"Reaction speaks volumes","No, the pinstriped visitors didn't find pipes and slippers at their lockers when they arrived at Fenway Park yesterday afternoon. But the Bronx Daddies, as they were newly anointed by Sox pitcher Pedro Martinez Friday night, expressed surprise, amusement, and a certain amount of skepticism in the aftermath of Martinez's white-flag summation of his relationship to his biggest tormentors."
1,"Hu's South American tour raises hopes of Chinese riches (AFP)","AFP - President Hu Jintao of China ended a visit to Brazil, the first leg of a tour of Latin America that has raised expectations of untold riches in every country on his list."
4,"RIAA begins new round of file-sharing lawsuits","Beginning a new round of copyright infringement lawsuits, the Recording Industry Association of America (RIAA) announced Thursday they will be taking legal action against 791 individuals suspected of illegally downloading music files."
1,"Devastating locusts spreading in Africa","ROME -- Swarms of locusts that have devastated crops and pastures across West Africa may hit countries as far away as Pakistan, a UN agency said yesterday as it announced an intensified control campaign. The desert locusts are moving into southwest Libya, southern Algeria, and the borders of Morocco, the Rome-based UN Food and Agriculture Organization said. Other swarms were ..."
2,"Special teams break loose to launch Xaverian","WESTWOOD -- Ninety-nine percent of the time, it would be good for the opposing team to keep Xaverian quarterback Zack Asack and the Hawks' potent offense (38.75 points per game) off the field."
3,"Stocks Close One Percent Lower"," NEW YORK (Reuters) - The major stock indexes ended 1  percent lower on Thursday after crude oil rose to a record \$53  a barrel and drug makers like Pfizer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; and Merck    Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt; sank on worry that the government may intensify  scrutiny of that sector."
1,"US-Led Forces Thrust Towards Central Falluja, Air Strikes &lt;b&gt;...&lt;/b&gt;",". US-led forces met heavy resistance in Falluja as they battled toward the heart of Iraq #39;s most resistant city on Tuesday, officers said."
2,"Bryant Accuses Malone Of Hitting On Wife","_ Another Kobe conflict for the Lakers. Bryant has accused Karl Malone of making a pass at his wife at a game last month. Talking before Los Angeles #39; 105-98 win over Orlando on Sunday night "
4,"Group sues illegal file-swappers in Europe","The Federation of the Phonographic Industry said it filed 459 lawsuits against illegal music file-sharers in Europe. The suits were filed on behalf of Warner Music Group."
3,"RIM profits soar to \$70.6M (US) in Q2","WATERLOO, Ont. - Research In Motion, which has seen demand for its BlackBerry wireless e-mail devices soar this year, reported another strong quarter today with revenues more than doubling to \$310."
2,"I-AA Playoffs Open With a Virginia Flavor","Today's Virginia-Virginia Tech showdown in Blacksburg won't be the only college football game in the Commonwealth with high-stakes implications. Three teams from Virginia play first-round games in the Division I-AA playoffs today, including a top-25 matchup between No. 6 William   Mary and No. 11 Hampton at Zable Stadium in Williamsburg."
3,"AT amp;T to cut about 7,000 jobs","ZDNet #39;s survey of IT professionals in August kept Wired  amp; Wireless on top for the 18th month in a row. AT amp;T will cut about 7,000 jobs and reduce the value of its assets by \$11."
1,"FROM THE DEBATE"," &lt;em&gt; The following are excerpts from the third presidential debate between President Bush and Sen. John F. Kerry:&lt;/em&gt;"
2,"Garca winds up best in tough going","Given what Sergio Garca has achieved in his career already it is difficult to believe he is only 24 years old. He had a 67 yesterday, four under, to share the Volvo Masters lead with his fellow Spaniard "
1,"Iraq Leader Tells Congress That Sacrifice Won't Be in Vain","Offering a simple, ""Thank you America,"" Iraqi interim Prime Minister Ayad Allawi addressed a joint meeting of Congress ."
1,"African Union agrees to send more troops and civilian police to Darfur (Canadian Press)","Canadian Press - ADDIS ABABA, Ethiopia (AP) - The African Union's Peace and Security Council voted Wednesday to boost the number of peacekeepers in Sudan's Darfur region and send a contingent of civilian police to monitor efforts to end violence that has driven more than 1.5 million people from their homes."
4,"Apple iTunes locks out older versions","Apple has activated previously-announced plans to close its Music Store to users of earlier versions of iTunes. The company revealed its intent last month, when iTunes users accessing the "
4,"Voters Checking Out Other Sides #39; Sites","Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo."
2,"This is nice, but Cards not yet done","LOS ANGELES -- This is not the ultimate goal, that much is clear. The Cardinals have a much higher aspiration than winning one postseason series."
2,"BRDC says no to more cash for FOM","The British Racing Drivers #39; Club has refused to increased its bid for the British Grand Prix and the ping-pong game of who gets the blame for the demise of the event with the latest statement having lobbed the blame back into Bernie Ecclestone #39;s side of "
2,"Ex-World Champion McRae Leads Dakar Rally"," LONDON (Reuters) - Ex-world champion Colin McRae took a  narrow lead in the Dakar Rally after winning a 6.2-mile special  stage on the third day outside Granada in Spain Sunday."
4,"Quicken, Money Duel to a Draw","Programs have evolved to include extensive financial, tax and retirement-planning tools and have split into three versions of increasing capability.  &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
4,"New security products ""adapting"" to threats","As networks increase in size and complexity, security products are growing in sophistication and security threats are becoming more ingenious."
4,"Google Takes On Your Desktop","Google has just introduced its latest invention: software that applies its search technology to what is on your own hard drive."
3,"Rates rise increases to continue","WASHINGTON - Another small hike in United States interest rates is seen as a certainty when Federal Reserve policy-makers meet today."
4,"Sun Demos Accessibility for Open-Source Systems","One Sun innovation is how on-screen keyboard buttons can include drop-down menu items specific to a given application or function."
4,"Netflix, TiVo to Develop Joint Product (Reuters)","Reuters - Online DVD rental service Netflix Inc.\and TiVo Inc., maker of a digital video recorder, on Thursday\said they have agreed to develop a joint entertainment\offering, driving shares of both companies higher."
3,"No Jamboree for Gymboree","The company's latest earnings met analysts' estimates but uncertainty still lingers."
4,"NASA May Not Have New Chief Until January","WASHINGTON -- Though President Bush wants to move quickly to replace outgoing NASA Administrator Sean O #39;Keefe, it could be at least a month or longer before the Senate confirms a new space chief."
2,"Toshack has Calibre for Wales","Football Association of Wales secretary general David Collins has no doubts John Toshack is the man to take Welsh football to the next level."
2,"Pittsburg #39;s offense hogs the ball","When Pittsburg State (Kan.) football coach Chuck Broyles surveyed his roster last August, he was confident he had an offense that could score."
3,"Industrialist Lord Hanson dies at 82","Former industrialist Lord Hanson, one of the biggest figures in corporate history, has died from cancer, the BBC reports. He was 82."
2,"Dodgers Notebook: Bradley engages in heated confrontation with &lt;b&gt;...&lt;/b&gt;","Just over a week after vowing to get anger management help, he lashes out in interview, calling writer  #39;an Uncle Tom. #39;. By Bill Cizek."
2,"Wenger praises  #39;special #39; Henry","Arsenal boss Arsene Wenger heaped praise on striker Thierry Henry after the Frenchman #39;s double helped the champions to a 4-0 victory over Charlton Athletic on Saturday."
3,"PepsiCo to Buy General Mills #39; European Snacks Stake (Update3)","PepsiCo. Inc., the world #39;s No. 2 soft- drink maker, plans to buy General Mills Inc. #39;s stake in their European joint venture for \$750 million in cash, giving it complete ownership of Europe #39;s largest snack-food company."
1,"Russia Using Soviet Tactics Over Ukraine -- Warsaw"," WARSAW (Reuters) - Russia's refusal to cooperate with the  West to ensure a fair election in Ukraine signals that Moscow  is slipping back to Soviet-style tactics, a senior Polish  diplomat was quoted Wednesday as saying."
1,"UN agency backs nuclear deal for Iran","The UN nuclear agency agreed yesterday on a European-negotiated plan for policing Iran #39;s nuclear programs. The United States, which claims Iran is trying to build a nuclear "
1,"6 killed in India-administered Kashmir before PM #39;s visit","Separatist guerrillas killed sixpeople, including two counter insurgents, in India-administered Kashmir even as security forces were put on high alert on the eve of Indian "
1,"Bigley #39;s kidnappers may trade hostage for cash","The terrorists holding Ken Bigley hostage in Iraq could be prepared to barter their captive for a ransom, it emerged last night. The Islamic militant leader Abu Musab al-Zarqawi has decided that Mr Bigley "
1,"Russia hails settlement of territorial problem with China","Russian Foreign Minister Sergei Lavrov said on Sunday the understanding on border issues with China  quot;helped to remove serious irritants in bilateral relations, quot;Russian media reported."
4,"SpaceShipOne goes for next flight","Rocket plane SpaceShipOne is to attempt a second space flight on Monday in a bid to clinch the \$10m Ansari X-Prize. Judges officially confirmed that pilot Mike Melvill took the craft to 103km (64 miles) on Wednesday #39;s first flight."
3,"Types of Investors: Which Are You?","Learn a little about yourself, and it may improve your performance."
2,"Eagles teach, Lions learn","The upstart Detroit Lions, heady with the success of their 2-0 start, were hoping to make a statement about where they stand on their personal road to improvement from being a team that #39;s "
2,"NBA Game Summary - Denver at LA Lakers","Nuggets guard Voshon Lenard left the game in the third quarter with a left Achilles strain...Also in the offseason, the Lakers also traded guard Gary Payton, forward Rick Fox, who has retired, a future first-round draft pick, and cash to the Boston "
4,"New German Mobile Phone to Detect Bad Breath"," BERLIN (Reuters) - A German telecommunications company said  on Tuesday it is developing the first mobile phone that will  alert users when their breath is bad or if they are giving off  offensive smells."
4,"IBM triples transistor performance with germanium","IBM researchers today said they have successfully demonstrated a new technique for improving transistor performance that will help the company build smaller, more powerful chips in the next decade."
3,"Dollar Continues Slide Vs Euro (Reuters)","Reuters - The dollar slid back toward last week's\record low against the euro on Monday after a weekend meeting\of world finance chiefs ended with no agreement to stem the\greenback's decline."
1,"Pakistan hunts kidnappers #39; leader","Pakistan has vowed to track down the leader of a kidnap group in South Waziristan after one of two Chinese hostages died in a rescue attempt."
3,"Rigel, Merck Form Development Partnership"," NEW YORK (Reuters) - Biotechnology company Rigel  Pharmaceuticals Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RIGL.O target=/stocks/quickinfo/fullquote""&gt;RIGL.O&lt;/A&gt; has entered into a collaboration  pact with drugmaker Merck   Co. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt; to find treatments  for cancer and potentially other diseases, Rigel said on  Monday."
1,"Sudanese Govt. Ready to Sign Darfur Deals-Minister"," ABUJA (Reuters) - The Sudanese government is ready to sign  agreements with Darfur rebels on Tuesday covering aid and  disarmament in the war-torn region, a junior government  minister said, marking a major breakthrough after two weeks of  talks."
4,"Genetic map to help curb ivory poaching","Scientists have unveiled a new hi-tech weapon to help combat the illegal trade of ivory in Africa: a map. The map describes how the genetic profiles of African elephants vary across the continent, from the "
2,"Stewart rips NASCAR #39;s penalty","KANSAS CITY, Kan.  Tony Stewart, who knows a thing or two about being in trouble with NASCAR, blistered the organization Saturday in defense of fellow driver Dale Earnhardt Jr."
4,"Russians, American return from space station","A Soyuz space capsule containing a US-Russian crew has successfully landed in the steppes of Kazakhstan. Russian cosmonaut Gennady Padalka and American astronaut Mike Fincke had left the international space "
2,"Cyclist fails test for blood","Tyler Hamilton, the Olympic time-trial champion, faces the possible loss of his gold medal depending on the outcome of a second sample analysis after confirmation yesterday that he had failed a test intended to detect the use of blood transfusions to "
1,"Iran agrees to stop uranium enrichment","Iran has accepted a full suspension of uranium enrichment and linked activities, diplomats said Sunday. The diplomats said the Iranians apparently dropped demands to modify a tentative deal worked out last "
2,"Report: Harrison has new deal with Colts","Indianapolis, IN (Sports Network) - The Indianapolis Colts and wide receiver Marvin Harrison have reportedly agreed to a new contract."
4,"Feds Consider Putting A Bounty On Spammers #39; Heads","The FTC weighs the advantages of rewarding people for identifying spammers. It #39;s a more complex calculation than you might think."
4," #39;Halo 2 #39; illegally posted online for download","Microsoft Corp. said Thursday that a version of  quot;Halo 2, quot; the forthcoming follow-up to the best-selling video game for the company #39;s Xbox console, had been leaked and illegally posted for download on the Internet."
4,"President signs American Jobs Creation Act","WASHINGTON - U.S. President George Bush on Friday signed tax legislation that provides \$145 billion in new tax relief to U.S. corporations over the next 10 years, including a provision giving a tax break to companies that return income to the U.S. from operations located overseas."
2,"Fuming Fergie demands FA clear up disciplinary confusion","MANCHESTER (AFP) - Fuming Manchester United boss Sir Alex Ferguson has demanded that the Football Association clarify their disciplinary guidelines."
2,"IOC Chides Bidding Cities for Bickering","IOC president Jacques Rogge plans to tell the five cities bidding for the 2012 Summer Olympics to stop sniping at each other and concentrate on their own campaigns."
2,"Blazers Bring Out The Worst In the Nets","The NBA introduced the 24-second shot clock in 1954 to increase scoring. For the second time this month, the Nets and the Portland Trail Blazers set back offensive basketball 50 years."
2,"Report: Irish pick Weis","At the beginning of the week, those following the Notre Dame coaching search were convinced that the next name closely linked to the school would be the man to get the job, largely because "
1,"A Focused Senator, But Indecisive Candidate","John Kerry has lurched from course to course during his presidential campaign, periodically switching drivers and roadmaps -- and messages -- as he reacts to more and more information and advice."
3,"YUKOS files for bankruptcy protection.","YUKOS oil company announced December 15 it has filed for bankruptcy protection today. Please see the company #39;s statement below."
3,"Yet Again, Jil Sander and Prada Part Ways","Sander - who sold her fashion house to Prada four years ago, left four months later, then made a dramatic comeback in 2003 - has left the company again."
1,"Fake Bomb-Making Gear Smuggled Into UK Parliament"," LONDON (Reuters) - An undercover reporter smuggled fake  bombing-making equipment into Britain's parliament on Thursday,  a day after fox hunting supporters burst into the chamber of  the House of Commons, The Sun newspaper said."
4,"U2 Get in Bed With Apple Mega-band and mega-corp forge &lt;b&gt;...&lt;/b&gt;","Following the ubiquitous images of U2 gyrating to their new single  quot;Vertigo quot; in a TV spot for Apple #39;s iPod and iTunes, the band and the corporation are set to announce that they #39;ve partnered to release a special-edition iPod pre-loaded with U2 music this "
2,"Close call: Bunning hangs onto Senate seat","Hall of Fame pitcher Jim Bunning barely won re-election to the US Senate on Tuesday, edging Democratic challenger Daniel Mongiardo by about 2 percent of the vote in Kentucky."
1,"Mixed reaction over Manmohanss statement on troops reduction in &lt;b&gt;...&lt;/b&gt;","ISLAMABAD : Kashmiri political leaders as well as militant commanders are expressing mix reaction over the Indian Prime Minister Manmohans Singh statement regarding reduction in troops in Indian administrated Kashmir."
1,"Romania Opposition Sees Fraud, Demands Poll Rerun"," BUCHAREST, Romania (Reuters) - Romania's centrist  opposition Tuesday demanded a rerun of Sunday's general  elections, claiming fraud in the electronic vote counting had  helped the ruling ex-communists win a slim lead."
3,"UPDATE 1-Intermet files for Chapter 11, cites steel costs","Auto parts maker Intermet Corp. (INMT.O: Quote, Profile, Research) said on Thursday it has filed for Chapter 11 bankruptcy reorganization, citing a record rise "
3,"Bush to tackle Social Security issues","The nation #39;s economy is growing, President Bush told attendees on the second day of a White House economic conference, but work remains to be done on Social Security, the deficit and what the president called  quot;fiscal restraint."
1,"Tests Show James Died of Heart Attack","LOS ANGELES - Toxicology and other tests determined that funk singer Rick James died last month from a heart attack due to an enlarged heart, with numerous drugs including methamphetamine and cocaine contributing factors, the county coroner's office announced Thursday.    The death was declared an accident, said coroner's spokesman David Campbell, who emphasized that none of the drugs were found to be at life-threatening levels..."
2,"Favre, Packers pummel Rams","CBC SPORTS ONLINE - Quarterback Brett Favre celebrated his 200th straight start with three touchdown passes as the Green Bay Packers defeated the St."
2,"Sosa Fined \$87,400 for Last-Game Bolt","Sammy Sosa was fined \$87,400 - one day's salary - for arriving late and leaving early at the Cubs' regular-season finale at Wrigley Field."
2,"Elbow bend common in Test cricket: Murali","Sri Lankan off-spinner Muttiah Muralitharan says he is not the only bowler with a suspect action playing under the current International Cricket Council (ICC) regulations."
1,"US racing insurgents for influence in Fallujah as battle winds &lt;b&gt;...&lt;/b&gt;","As fighting winds down, US troops face an even more difficult mission in Fallujah winning the people #39;s allegiance. Planners want to "
1,"Dollar Hits New Low; Gold Heads for \$455","The dollar hit record lows against the euro Friday and a 4-1/2-year trough versus the yen following a report China had cut its holdings of dollar assets, lifting gold to a 16-year high and undermining Tokyo stocks."
1,"11 killed by bomb","A roadside bomb killed 10 Indian soldiers and their civilian driver Sunday in Indian-controlled Kashmir in separatist guerrillas #39; most devastating attack since "
4,"Briefly: Salesforce.com reports subscriber surge","roundup Plus: RealNetworks signs up Red Flag Linux...Microsoft ships Virtual PC 7...SGI warns of lower revenue, deeper loss."
3,"Jobless Claims Rise on Hurricanes"," WASHINGTON (Reuters) - The number of Americans seeking  initial jobless benefits jumped by 18,000 last week, the  government said on Thursday, but it attributed the entire rise  to the effects of hurricanes that have battered the southern  United States."
4,"Border surveillance plan unveiled","The UK government will store electronic records of people entering the UK in effort to tighten border control."
4,"Conservationists Appeal for Deep Sea Trawling Ban (Reuters)","Reuters - Environmentalists appealed on Tuesday\for the United Nations to stop a handful of the world's fishing\nations ravaging ocean beds to put delicacies on the plates of\the rich."
4,"Boston Scientific Will Invest In Developer of a Plastic Stent","Boston Scientific announces an investment in  and strategic partnership with  REVA Medical, which is working on a polymer successor to todays metal stents that would be biodegradable in the body."
2,"Mauresmo, Davenport in Porsche Semis (AP)","AP - Amelie Mauresmo and Lindsay Davenport won in straight sets Friday to reach the Porsche Grand Prix semifinals in another step in their battle for the No. 1 ranking."
4,"Penguin Chicks Face Starvation as Iceberg Blocks Food Route","Tens of thousands of Antarctic penguin chicks could starve to death in the next few weeks as a huge iceberg blocks access to coastal feeding grounds, a New Zealand official said today."
1,"Five Malaysian sailors in Spratly bird flu scare","KUALA LUMPUR : Five Malaysian navy sailors have been hospitalised for bird flu tests after possibly coming into contact with diseased birds while patrolling the disputed Spratly islands, officials said on Friday."
4,"U.S. House approves tougher law against file trading","SAN FRANCISCO - The U.S. House of Representatives passed a bill Tuesday that could allow criminal charges to be brought against individuals who participate in file-swapping Web sites or networks."
3,"Time Warner Prepares for Settlement with \$500M Reserve","AccountingWEB.com - November 05, 2004 - A government investigation into accounting practices at America Online has prompted Time Warner to set aside \$500 million to cover the costs of potential fines."
2,"Arsenal Football Club and Manchester United Football Club hold &lt;b&gt;...&lt;/b&gt;","The top brass at Arsenal Football Club and Manchester United Football Club have met in the wake of Sundays game at Old Trafford."
2,"Rongen Named Coach of MLS Expansion Team (AP)","AP - Thomas Rongen, who guided D.C. United to the 1999 Major League Soccer championship, was hired Thursday as coach of Club Deportivo Chivas USA, an expansion team set to begin play in April."
2,"Spaniard fends off compatriot Perez","MADRID, Spain -- Roberto Heras became only the second rider to claim three Tour of Spain titles when he held off a charging Santiago Perez in the final stage Sunday."
3,"Calpers to disclose venture fees","The California Public Employees' Retirement System, the largest US pension fund, agreed to disclose the fees it pays to venture capital and hedge fund managers as part of a legal settlement."
1,"20 injured in fight at Malaysian detention camp for terror suspects (AFP)","AFP - Twelve inmates and eight warders have been injured in a fight at a Malaysian detention camp for terror suspects during a search which turned up a cache of home-made weapons."
4,"Alaska Oil Spill Takes Toll on Animals and Fisheries","A rare break in rough Bering Sea weather is allowing officials to gain a better sense of damage from a large spill in the Aleutian Islands."
2,"Brees, big-play Chargers too much for Chiefs","Strip away the great plays and the wild action and San Diego #39;s 34-31 victory over Kansas City is reduced to a simple fact: big plays."
4,"A Google-Microsoft War","There #39;s been a lot of gossip about the upcoming Google browser and its possible impact on Microsoft. It #39;s hard to predict what will happen, but it won #39;t surprise me if an all-out war between Google and Microsoft ensues."
4,"Keeping Internet Phone Service Simple","Two former MCI executives, Joyce Dorris and Paul Erickson, want to bring Internet phone service to mainstream America. ""We're in the beginning of a wholesale transformation to have communications run over Internet technology,"" said Erickson, chief executive of SunRocket, a start-up in Vienna. ""If you have broadband, you'd be silly not to put your phone service on the Internet."""
